headline,Body ID,Stance
popular instagram account offers powerful message of perseverance after paris attack,1747,unrelated
judicial watch farrell isis terrorists did cross mexican border,226,unrelated
horror isis fighters have reportedly contracted ebola,387,unrelated
isis militants appear to behead abducted american journalist james wright foley in graphic video,1589,discuss
conde nast rat problem at one world trade centre from red carpets to rodent droppings,1149,discuss
michael phelps reported girlfriend reveals she was born intersex,89,unrelated
report alleged new audio of michael brown shooting,1786,unrelated
mcdonald will stop serving overweight customers beginning,1815,unrelated
nigeria claims deal with boko haram on ceasefire kidnapped girls,1019,unrelated
isis murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him,1708,unrelated
abdel bary london rapper identified as isis militant who beheaded james foley,2434,unrelated
axl rose dead of course not tiresome internet death hoax plague hits guns n roses frontman,2343,unrelated
isis militants claim to have killed us journalist james foley,524,unrelated
rapper identified as james foley executioner reports,1598,discuss
there has been a shooting at the war memorial on parliament hill unconfirmed reports say a soldier was shot,1125,unrelated
boko haram denies truce says kidnapped girls have been,1603,unrelated
former british rapper reportedly under investigation for james foley beheading,2174,unrelated
isis appears to behead american photojournalist in youtube video,1295,unrelated
after isis trick mum into eating son 5 other reluctant cannibals including those forced to eat own body parts,1956,discuss
holy theft batmobile stolen from v superman,1177,discuss
conflicting reports on alleged is capture of canadian woman,1628,unrelated
breaking soldier shot at national war memorial in ottawa,2492,unrelated
pumpkin spice condoms and 6 other flavors that are happening,1642,unrelated
tiger woods ped pga tour suspension allegations retracted by dan olsen,1406,unrelated
comcast declares war on tor,82,unrelated
north korean dictator kim to open restaurant in scotland,1336,unrelated
the guy who said a spider burrowed under his skin experts,2293,discuss
sugarhill gang rapper big bank hank dies at age 57,2340,discuss
boko haram ceasefire ignored as violence flares in borno state,171,unrelated
the internet tried to make axl rose its latest death hoax victim,1720,unrelated
a predator drone has reportedly been spotted circling above isis capital city,2155,unrelated
dna tests prove lebanon is holding isis chief and daughter after they were caught with fake passports,5,unrelated
hoax priest who never existed claims he died saw female god,2445,agree
woman catches husband cheating with her twin humiliates them,1058,agree
samsung supposedly wins orders to produce apple watch components,1658,unrelated
watch isis claims to have captured airdropped weapons,2526,unrelated
american hostage killed in rescue attempt in yemen senior official,40,unrelated
kurds deny gill rosenberg was in kobane,1240,unrelated
fears islamic state could launch ebola attack on britain after fighters virus,846,discuss
islamic state releases video apparently showing the beheading of missing us journalist james foley,311,discuss
batmobile stolen from v superman dawn of justice set report claims that one of the batmobile models is missing detroit locals responsible,1529,discuss
arms airdrop fell into isis hands pentagon,1648,unrelated
an audio recording of the michael brown shooting has reportedly surfaced,2220,discuss
michael slain ottawa shooter had criminal record in quebec,804,unrelated
report new macbook air slims down has single usb port,45,unrelated
now the vogue rats are chewing through couture,1737,unrelated
squished experts debunk claims,1530,unrelated
nigeria announces truce with boko haram fate of schoolgirls unclear,821,unrelated
comcast says you can keep your tor,1299,unrelated
al qaida hostage killed in raid,2318,discuss
spider burrows into australian man appendix scar video,932,unrelated
blundering boyfriend burns down college after trying to impress his girlfriend with elaborate marriage proposal,2124,unrelated
lebanon is leader daughter and,194,discuss
god is a woman resurrected father narated,2142,unrelated
cheese blamed for north korean leader kim broken ankles,1854,discuss
banksy arrest hoax us website claims street artist caught in watford,1137,unrelated
cold turkey,2058,unrelated
led zeppelin reunion robert plant rips up 300 million contract refuses to rejoin legendary band,2489,discuss
developer quits using the app he was hired to did he,2458,discuss
bali spider burrows under aussie chest,220,unrelated
did a meteorite impact in nicaragua over the weekend,220,unrelated
crazy iphone rig shows how chinese workers manipulate app store rankings,1996,unrelated
islamic militants post video claiming to show beheading of journalist,139,unrelated
sick mum sedated after trying to eat baby,698,unrelated
cnn broadcasts purported audio containing gunshots that felled michael brown leaders celebrities fill pews at teen funeral,2481,discuss
airstrike kills islamic al shabab terrorist leader in somalia,2364,discuss
rapist has penis severed by angry mob,689,unrelated
cloistered nun gives birth to a baby the convent there is a sister google translate,1164,unrelated
vogue rat infestation disturbing new details,639,unrelated
homeland security no isil fighters on border,855,agree
update batman v superman batmobile reportedly stolen by shocker detroit locals,621,unrelated
seven high school girls get pregnant on school trip parents outraged,1981,unrelated
isis beheads photojournalist james wright foley in a massage to us to end its intervention in iraq,1166,unrelated
duncan hunter least 10 isis fighters caught at mexican border,366,unrelated
there has been a shooting at the war memorial on parliament hill unconfirmed reports say a soldier was shot,0,unrelated
kim fat he has fractured his ankles,524,unrelated
urgent the leader of isil bakr killed photo,723,discuss
6 islamist militants killed in us attack in somalia,1358,unrelated
boko haram agrees to ceasefire release of school girls,557,discuss
boko haram denies ceasefire claim by nigeria government,402,unrelated
isis fighters contracted ebola,2075,discuss
tbs is probably speeding up reruns to fit in more commercials,726,unrelated
bodies in mexico mass grave apparently not those of missing students,1405,discuss
despite ceasefire announcement new boko haram attacks reported,1003,unrelated
saudi cleric condemns snowmen as,1266,discuss
isis militants in mosul have contracted ebola iraqi media sources claim,93,unrelated
kim obese leader both ankles,2413,unrelated
christian bale to play steve jobs in new movie,1658,unrelated
nigeria says it has deal with boko haram to release kidnapped girls,1439,unrelated
the story of the high school trader who made 72 million is a rumor spun out of control,607,discuss
police hunt wearing man who slaps shoppers for sneezing,1155,agree
wife of isis leader abu bakr detained in lebanon,670,discuss
see how this homeless man spends a hundred dollars and keep a tissue handy video,2370,unrelated
michael brown shooting audio caught on tape,2118,discuss
india 400 men cut off their testicles to closer to god following advice from,450,unrelated
strange mark turns out to be tropical spider burrowing under vacationer skin,805,unrelated
web of confusion as scientists cast doubt on man claims that a spider burrowed into his stomach through his scar,1210,unrelated
is there an isis threat on the border or not,220,unrelated
breaking news gunman dead after wounding soldier near canada parliament,1097,unrelated
kurds fear isis use of chemical weapon in kobani,1093,unrelated
who is michael ottawa shooter suspect identified by canadian officials,7,unrelated
isilkulskom student has gained superhero powers after shock,2147,unrelated
italian fisherman catches monstrous catfish,1913,unrelated
isis beheads photojournalist james wright foley in a massage to us to end its intervention in iraq,1569,unrelated
nyc high school student nicknamed wolf made 72 million on stock market,1541,unrelated
nigeria boko haram blamed for raids despite truce claim,2314,unrelated
new audio reveals pause in gunfire when michael brown was shot attorney,1252,unrelated
watch bird launches airstrike on putin shoulder updated,1051,disagree
isis militants claim to have killed us journalist james foley,7,unrelated
apple watch to be have apps at launch reports,2472,discuss
apple new macbook will be a thinner cleaner faster macbook air,2509,unrelated
audio recording allegedly captures moment michael brown was shot,456,unrelated
audio of gunfire in michael brown case authenticated by app company,1299,unrelated
report 4 isis terrorists caught at southern border in 36 hrs,1637,unrelated
isis video showing beheading triggers international response,787,unrelated
isis syria news video shows us airdropped weapons and grenades by islamic state,2016,unrelated
six months after abducting nigerian schoolgirls boko haram reportedly wants to free them,1588,discuss
meteorite leaves crater in nicaraguan capital managua,1661,discuss
north korean leader kim not missing just having ankle surgery,818,unrelated
boko haram abducted nigerian schoolgirls to be released officials say,1697,unrelated
man has his penis cut off by angry mob after rape of teenager,1949,unrelated
seth rogen to play apple steve wozniak,161,discuss
does vogue new office have a rat infestation,2064,discuss
video shows dramatic moment bullet strikes marine head and he survives thanks to kevlar helmet,682,unrelated
kidnapped nigerian schoolgirls government claims ceasefire deal with boko haram that will bring missing girls home,2088,unrelated
pentagon airstrike killed terror leader in somalia,1024,unrelated
iraqi airstrike kills key isil leader,511,unrelated
woman says she has been captured by isis,1048,unrelated
lady on fb i 41 intersex and fucked michael phelps on first date,687,unrelated
updated 11 men and 0 women on tonight espn domestic violence panel,724,unrelated
white house fence jumper actually made it pretty far inside,2303,discuss
video purports to show beheading of journalist by militants,2524,discuss
canadian soldier shot at ottawa war memorial report,2156,discuss
jeh johnson shoots down duncan hunter assertion is is entering via mexico,130,unrelated
man who slaps people if they sneeze in public being hunted by police,2277,unrelated
star wars 7 jj abrams want to move release to summer 2015,119,unrelated
pope francis tells boy whose dog had died that heaven is open to all,2473,unrelated
isis fighters getting caught coming across the border,570,unrelated
urgent isis leader abu bakr allegedly killed by us airstrikes,1889,discuss
isis video claims to show beheading of british hostage david haines,1349,unrelated
video messaging service verifies timing of cnn audio recording,1817,discuss
canadian woman by isis in syria says she is actually fine and still fighting the jihadists despite kidnap reports,2067,unrelated
steve jobs biopic eyes seth rogen to play apple steve wozniak,388,unrelated
eyewitness says viral video of homeless man was staged,2061,disagree
a bunch of folks are passing around this hoax video of a bird pooping on vladimir putin,2472,unrelated
british aid worker confirmed murdered by isis,1178,unrelated
attacker has penis cut off with a cleaver in india,1291,unrelated
islamist websites claim woman kidnapped by is report,2471,discuss
6 islamist militants killed in us attack in somalia,1931,unrelated
has kim taken over for kim jong un sister assumes north korea state duties while brother undergoes medical treatment,805,unrelated
mexico says missing students not found in first mass graves,1670,unrelated
was nbc meteorologist mike seidel peeing in the snow on camera a testy brian williams explains,1854,unrelated
homeless man who received a meal and hotel stay after spending 100 donation on food for friends insists it was not a hoax despite new witness insisting there was no way he could have been secretly filmed,1934,unrelated
no one in north korea is allowed to share kim jong un name,1603,discuss
durex is not making pumpkin spice condoms after all a hoax debunked,698,unrelated
us lawmaker ten isis fighters have been apprehended coming across southern border video,1185,discuss
christian bale in talks to play steve jobs in danny boyle biopic,1406,unrelated
two gop congressmen say suspected terrorists caught crossing border,385,unrelated
james foley missing american photojournalist reportedly executed by isis in syria,1948,discuss
hundreds of palestinians flee floods in gaza as israel opens dams,1967,discuss
fidel castro rumors sweep internet but no sign in cuba,1010,unrelated
no jordan king abdullah ii is not personally flying planes against isis,1689,unrelated
schoolboy almost killed by electric shock claims he now has superpowers like magneto,1372,unrelated
abdel bary in foley beheading london rapper songs help identify him,125,unrelated
video messaging service verifies timing of cnn audio recording,1403,unrelated
no banksy did create that hebdo tribute cartoon but that does mean you ca appreciate it,2130,unrelated
mexican cartel leader kills self bodies in grave not missing students,2360,unrelated
280 pound catfish fisherman makes huge catch in italy catfish could set record,204,unrelated
7 teen girls get pregnant on school trip read more at http,2248,agree
report amazon to launch streaming service,649,unrelated
islamic state fighters detonate bombs in terror siege,89,agree
audio recording of michael brown being gunned down was made at the time he was killed app company appears to confirm tape of eleven bullets being fired including final volley of shots,121,unrelated
south korea kim jong un had ankle surgery to remove cyst,2441,unrelated
us uk eye rapper as militant who beheaded journalist james foley,633,unrelated
cnn broadcasts purported audio containing gunshots that felled michael brown leaders celebrities fill pews at teen funeral,776,unrelated
boko haram denies it has agreed ceasefire,171,unrelated
catholic priest dies for 48 minutes comes back to life and claims god is female,169,unrelated
gill rosenberg woman feared kidnapped by isis says she safe,139,unrelated
no robert plant did rip up an 800 million contract,1787,unrelated
james wright foley kidnapped journalist apparently executed by isis,984,unrelated
islamic state claims it executed american photojournalist james foley,1658,discuss
the pumpkin spice condom is not happening,1477,unrelated
a spider lived inside this tourist body for 3 days after burrowing into his skin through a scar,2297,unrelated
isil beheads american photojournalist in iraq,726,agree
islamic state militants claim to have beheaded us journalist james wright foley,1347,unrelated
non le lancement du nouveau ne sera pas cet,726,unrelated
youngest martyr the cub of isis boasts a fighter has been killed as he went into battle with his father in syria,626,unrelated
macaulay culkin dead internet death hoax claims actor found dead in apartment,730,unrelated
is kim sister now the power behind the north korean throne,1294,discuss
report audio reveals pause between gunshots when michael brown was shot,121,unrelated
tropical spider under man skin through scar video report,1797,discuss
apple watch pricing will you spend 5000 for gold edition 500 for stainless steel,1261,unrelated
vice media ceo shane smith spent on las vegas dinner report,1268,discuss
did nbc nightly news go live to a man who was taking a piss,40,unrelated
report christian bale just bailed on the steve jobs movie,2017,discuss
isis getting ebola,2188,unrelated
it was me student 19 reveals she was the teletubbies giggling baby in the sky and was paid just and a box of toys,2371,discuss
us probing claims isis fighters seized airdropped weapons meant for kurds,168,unrelated
insurgents killed in nigeria despite alleged truce with boko haram,1298,discuss
video showing american journalist beheaded believed real officials and family say,1580,agree
isil video claims beheading of kidnapped journalist james foley,847,discuss
lego letter to parents in 1974 on gender equality still resonates 40 years on,1689,unrelated
report nigerian woman quarantined in kc with symptoms video,1519,unrelated
no banksy has been arrested,2468,agree
kim dine with me porky president kim to open uk restaurant serving dog,1143,unrelated
reports of missing libyan planes raise terror fears,1588,unrelated
audio recording allegedly captures moment michael brown was shot,2354,unrelated
it about to get harder to be arrested for pot possession in new york city,2217,agree
breaking udpated isis reportedly use chemical weapons in kobane,1212,unrelated
gcpd solved stolen batmobile case,648,unrelated
planetary alignment on jan 4 2015 will decrease gravity for 5 minutes causing partial weightlessness,2044,unrelated
no that was paul rudd tackling an airport homophobe,487,unrelated
identity of isis terrorist known as john reportedly revealed,1107,unrelated
hairgate iphone 6 customers are complaining that the phone is ripping out their hair,2314,unrelated
star wars 7 jj abrams want to move release to summer 2015,1897,unrelated
islamic state beheads missing american journalist james wright foley,1744,discuss
lol rich johnston says the batmobile has been stolen in detroit,1807,unrelated
moment michael brown was shot dead on audio recording fbi handed potentially damning tape of eleven shots being fired including final volley of shots,2187,unrelated
isis militants appear to behead abducted american journalist james wright foley in graphic video,1720,unrelated
michelle obama not blurred out on saudi tv,1760,unrelated
kim scottish dog meat restaurant is probably fabricated shite,1873,agree
has abrams asked for the force awakens release date to be moved up,1393,discuss
seth rogen to star as steve wozniak in sony steve jobs biopic updated,269,unrelated
web of confusion as scientists cast doubt on man claims that a spider burrowed into his stomach through his scar,1271,unrelated
god is a priest who died for 48 minutes claims,2265,unrelated
kim absent north korean leader is from ankle surgery,2053,discuss
shape is vladimir putin trolling the world with his motorcade formation,2069,discuss
nigeria claims deal with boko haram on ceasefire kidnapped girls,1374,unrelated
vice shane smith drops on vegas dinner,2251,unrelated
isis leader killed abu bakr reportedly killed by airstrike,1048,unrelated
durex is not making pumpkin spice condoms after all a hoax debunked,1400,agree
canadian soldier shot at ottawa war memorial report,269,unrelated
confirmed killed by us air strike in somalia,1746,unrelated
video appears to show beheading of journalist james foley who went missing in syria,1744,discuss
rapper identified as james foley executioner reports,1849,unrelated
banksy arrest hoax internet duped by fake report claiming that the street artist identity has been revealed,324,unrelated
holy theft batmobile stolen from v superman,2287,unrelated
kim had ankle surgery source,505,unrelated
tiger woods agent shoots down report of failed drug test,1417,discuss
eyewitness viral video that netted 130k in donations is bullshit,643,unrelated
nigeria says it struck a with boko haram but are they talking to the right guy,922,discuss
priest claim of seeing god as a woman dismissed as hoax,1849,disagree
hundreds of from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow toy bowl and favourite food,347,unrelated
the case of the stolen batmobile has been solved,734,unrelated
seven teenage girls get pregnant on school trip,1667,discuss
nigeria missing girls be released by boko haram government aide claims,1883,unrelated
that espn domestic violence panel you keep hearing about is real,846,unrelated
pure evil islamic state beheads american journalist james wright foley,1385,unrelated
islamic state militants have been flying 3 captured warplanes over syrian airport witnesses say,2283,unrelated
new audio shows michael brown was shot at 11 times,958,unrelated
canadian official identifies dead ottawa gunman as michael,1866,discuss
axl rose not dead fake msnbc death hoax goes viral on facebook,1180,unrelated
isis getting ebola,2197,unrelated
gene munster predicts 499 steel apple watch for 18k gold edition,666,unrelated
280 pound catfish fisherman makes huge catch in italy catfish could set record,2196,agree
watch isis claims to have captured airdropped weapons,693,unrelated
north korea directive reveals apparent ban on sharing kim name,2078,unrelated
is kim opening north korean restaurant in scotland,1724,unrelated
priest dies wakes up claims god is a woman huh,858,unrelated
us hostage by militants in yemen says hagel,1988,discuss
kim fat he has fractured his ankles,2141,unrelated
breaking islamic state in video beheads american journalist james wright foley who was kidnapped in 2012 bnonews,1251,unrelated
who is michael ottawa shooter suspect identified by canadian officials,1574,unrelated
abrams asks disney to move up wars the force awakens release date,748,unrelated
priest who died for 48 minutes says he met god and she a woman,169,unrelated
boko haram denies ceasefire says kidnapped girls are now married,320,unrelated
rapper identified as james foley executioner reports,2434,unrelated
duncan hunter least 10 isis fighters caught at mexican border,213,unrelated
has the batman superman batmobile been stolen in detroit,1197,unrelated
two blokes dared to eat burger for charity,2177,unrelated
no vladimir putin did not get pooped on by a bird during a first world war speech,2502,unrelated
nigerians doubtful of girls release after boko haram breached,1374,unrelated
mexico says missing students not found in first mass graves,1849,unrelated
here are microsoft new robot security guards,572,unrelated
god is a woman resurrected father narated,1048,unrelated
video purports to show beheading of american journalist,2296,unrelated
us drones hunt isis leader in syria,909,unrelated
hoax alert father who has met god and thinks she a woman is made up just like god herself,1660,unrelated
obama administration denies congressman claim that least ten isis fighters have been caught coming across the mexican border in texas,855,agree
iraqi rumors claim is leader slain,1466,discuss
mexico police find mass grave near site 43 students vanished,1678,unrelated
isis fighters contracted ebola world health organisation investigating reports militants showed up at iraqi hospital with lethal disease,1004,unrelated
islamist terrorists jabhat ansar tweet picture of texas plumber truck fitted with gun in syria,2084,unrelated
eyewitness viral video that netted 130k in donations is bullshit,1395,unrelated
are missing students in mass graves found near iguala mexico,1740,unrelated
strange mark turns out to be tropical spider burrowing under vacationer skin,2293,discuss
seth rogen reportedly nabs steve wozniak role in steve jobs filmsteve jobs iconic moments,1048,unrelated
moment marine is saved by his kevlar helmet as taliban sniper bullet hits him in head,2452,unrelated
james foley american journalist james wright foley beheaded in new isis video breaking news,903,discuss
tom brokaw brian williams out nbc legend at iraq war lie as it claimed executives warned anchor to stop exaggerating the story in the past,1325,discuss
nigeria hopes for return of kidnapped schoolgirls rise after ceasefire reported,1003,unrelated
rcmp release security footage of michael zehaf bibeau during attack say he shot soldier in back,1266,unrelated
unverified video shows beheading of aid worker david haines,1528,unrelated
steve jobs biopic eyes seth rogen to play apple steve wozniak,1678,unrelated
iraqi media says isis militants have contracted ebola,964,unrelated
the man who says comcast got him fired has filed a lawsuit,32,unrelated
seth rogen to play apple wozniak in steve jobs biopic,2124,unrelated
report amazon to launch streaming service,698,discuss
american hostage in yemen freed in military ministry,445,disagree
jose canseco injured in accidental shooting per reports,480,discuss
nicaraguan commission on possible meteorite crash presents rock samples,2307,unrelated
seth rogen to star as steve wozniak in sony steve jobs biopic updated,626,unrelated
no there are any ebola cases in iraq,93,unrelated
officials refute iraqi media reports that isis members have contracted ebola in mosul,5,unrelated
kim jong ill analysts say sister kim yo jong may be running north korea video,2277,unrelated
chinese is stripped naked and beaten senseless in backlash against booming country culture,907,agree
amazon first store said to open in manhattan,1543,unrelated
nasa questions whether crater in nicaragua caused by meteorite,2264,discuss
this is why rumors that isis is crossing the border into the are going away,2056,unrelated
apple watch power reserve feature will save battery life report says,1911,discuss
unconfirmed isis claims kayla mueller american female hostage is dead,2260,unrelated
a bunch of people thought banksy got arrested but it was a hoax,1020,unrelated
saudi arabian cleric issues fatwa against snowmen,2167,agree
soldier shot in ottawa at war memorial,1020,unrelated
comcast says you can keep your tor,1589,unrelated
cold turkey,2336,unrelated
north korea denies reports kim is to open restaurant in scotland,2418,discuss
angry mob hacks off alleged rapist genitals with meat cleaver after dragging him into butchers,2072,unrelated
shots heard in alleged brown shooting recording audio,2220,discuss
lebanon detains wife and son of,404,unrelated
journalist james wright foley reportedly beheaded by isis,1720,unrelated
everyone chill banksy has not been arrested,618,unrelated
abdel bary in foley beheading london rapper songs help identify him,1237,unrelated
report the apple watch will only last hours with heavy use,15,unrelated
jihadi john unmasked islamic state killer named as west londoner mohammed emwazi,1465,unrelated
christian bale exits steve jobs movie exclusive,574,unrelated
iphone 6 users are tearing their hair out,2303,unrelated
cnn plays alleged audiotape of michael brown shootingmilitarization of police,649,unrelated
watch twitter catches fire amid rumors of fidel castro death,47,unrelated
a predator drone has reportedly been spotted circling above isis capital city,388,unrelated
isis video purports to show beheading of british aid worker,68,unrelated
nyc high school student nicknamed wolf made 72 million on stock market,459,unrelated
boko haram kidnapped girls have been married off truce never happened,267,unrelated
isis leader in us airstrikes,816,unrelated
christmas is cancelled pumpkin spice condoms are a goddamn hoax,698,unrelated
rcmp release security footage of michael zehaf bibeau during attack say he shot soldier in back,2302,unrelated
no islamic state militants have not been caught by border patrol,2197,unrelated
rebel leader killed in strike somali government,427,agree
rare case seven bosnian girls aged 13 and 14 fall pregnant after school trip parents outraged after school cites neglect,2404,unrelated
ottawa investigates reports that isis has captured woman,1808,unrelated
boko haram agrees to ceasefire release of school girls,381,unrelated
elderly woman arrested for kidnapping neighbor cats making fur coats,1789,unrelated
christian bale wo play steve jobs,2097,unrelated
ferguson riots audio may have captured michael brown shooting,968,unrelated
david haines beheaded by isis execution video contains threats against uk reports,2206,agree
alleged audio of michael brown shooting released,1934,discuss
mcdonald to stop serving overweight customers in january nope story is fake,568,unrelated
ate through the ceilings and pooped on the keyboards rats are over vogue new world trade center office and anna wintour longer wants to work there,1968,unrelated
islamic state leader family detained by lebanon officials say,170,unrelated
the of baghdadi has this boy become the youngest victim of isis use of child soldiers,2288,unrelated
gill rosenberg former idf soldier possibly captured by isis while fighting with kurds,1476,unrelated
christian bale drops out of steve jobs biopic,574,unrelated
james foley killer john believed to be former london rapper abdel bary,1968,unrelated
6 hidden mass graves may hold missing mexican students,1405,discuss
apple retina macbook air shown in artist renditions,879,unrelated
and finally apple watch to launch 9 march with apps,1975,unrelated
watch marine take sniper shot to the head and live,1029,unrelated
tropical spider burrows under man skin lives there for three days,959,unrelated
nbc weatherman caught urinating in the woods live on air,40,unrelated
mexico police find mass grave near site 43 students vanished,2360,unrelated
mass graves found in mexico near place where 43 students went missing,1822,discuss
hostage luke somers killed during yemen rescue bid family,984,unrelated
the case of the stolen batmobile has been solved,483,unrelated
isis claims to have captured us airdrop weapons,2448,unrelated
michael brown shooting audio caught on tape,472,unrelated
kim obese leader both ankles,2327,unrelated
nicaragua says meteorite probable cause of blast in capital,280,unrelated
pentagon death of al shabaab leader in strike would be major blow,1543,unrelated
sick kansas city man said not to have ebola plans new steps to fight virus,2130,unrelated
what glenn beck fears may be done with the 11 missing jets,1438,unrelated
this boy nearly died now he has a superpower like marvel magneto,1006,unrelated
is no limit to their depravity islamic state feed mother her own son,1361,unrelated
nasa viral news on days of darkness in december is hoax,787,unrelated
hbo streaming service could launch in april for 15 per month work on apple tv,75,discuss
zack snyder responds to fake stolen batmobile report,280,unrelated
update did make up this story about the web sheriff ben edelman sending racist emails,1234,unrelated
david haines beheaded by isis execution video contains threats against uk reports,1802,unrelated
michael was shot nearly a dozen times before kevin vickers fatally wounded him,1002,unrelated
graffiti artist banksy arrested in london identity revealed,258,unrelated
boko haram claims to have german hostage denies ceasefire,320,unrelated
isis chlorine attack on security forces confirmed iraq officials,969,discuss
missing libyan aircraft spark fears of attack in north africa,1966,unrelated
us officials video shows american execution,2524,discuss
james wright foley kidnapped journalist apparently executed by isis,1873,unrelated
the pumpkin spice condom is not happening,2498,unrelated
report jose canseco accidentally shot,695,unrelated
was viral video of generous homeless man all a hoax,321,unrelated
north korean leader kim not missing just having ankle surgery,1769,unrelated
did a meteorite impact in nicaragua over the weekend,724,unrelated
this is what it looks like when a son pays off his parents mortgage as a christmas present,2459,agree
the case of the stolen batmobile has been solved,2090,unrelated
james foley remembered as and tireless journalist,527,unrelated
man who slaps people around the head for sneezing hunted by police,1359,unrelated
dead for 48 minutes catholic priest claims god is female,1303,disagree
report missing libyan jetliners raise fears of suicide airliner attacks on,1073,unrelated
see it isis militants caught trying to cross border into texas congressman claims,2261,discuss
return of the mac seth rogen in talks to star as apple steve wozniak in upcoming steve jobs biopic,2070,unrelated
josh paler lin gives a homeless man 100 and follows him to see how he spends it,742,unrelated
zack snyder v superman dawn of justice stolen batmobile rumor put to rest,1323,unrelated
gill rosenberg woman feared kidnapped by isis says she safe,1009,unrelated
canadian soldier shot at ottawa war memorial report,724,unrelated
magneto boy living magnet after getting massive electric shock from street lamp,244,unrelated
alleged audio of michael brown shooting has surfaced,1435,unrelated
boko haram denies truce says kidnapped girls have been,298,unrelated
kim had ankle surgery source,724,unrelated
planetary alignment on jan 4 2015 will decrease gravity for 5 minutes causing partial weightlessness,1323,unrelated
nigeria says it has deal with boko haram to release kidnapped girls,40,unrelated
boko haram could release kidnapped girls nigerian officials say,2088,unrelated
isis pays tribute to its of baghdadi child soldier,908,discuss
fbi probing alleged audio of michael brown shooting,450,unrelated
senior western intelligence official confirms london rapper abdel majed abdel bary is a suspect in the foley killing,2328,unrelated
was the video of that homeless man doing good deeds with 100 all an elaborate hoax,1020,disagree
white house fence jumper got farther than previously thought sources say,1547,unrelated
dna tests confirm lebanon is holding isis leader child,2337,discuss
attorney new audio reveals pause in gunfire when michael brown was shot,1974,unrelated
jordan king cites clint eastwood in revenge vow,1875,unrelated
ottawa gunman identified as michael,190,unrelated
police hunt wearing man who slaps shoppers for sneezing,1897,agree
fears journalist james wright foley beheaded by islamic state jihadists in to united states,2404,unrelated
boko haram denies truce to release kidnapped schoolgirls,1125,unrelated
batmobile stolen in detroit good one joker,1338,unrelated
jihadi john as british man from west london,1346,discuss
bombing had signed my death certificate missing us journalist james wright foley goes unflinching to his death as isis behead him in horrific video as a warning to obama,1948,discuss
iraqi media says isis militants have contracted ebola,1291,unrelated
isis militants appear to behead abducted american journalist james wright foley in graphic video,1295,unrelated
the internet tried to make axl rose its latest death hoax victim,874,unrelated
has north korean dictator kim been replaced by his sister,755,unrelated
is no limit to their depravity islamic state feed mother her own son,527,unrelated
dog found abandoned with suitcase filled with his belongings,1936,unrelated
isis reportedly beheads american photojournalist in iraq,2304,unrelated
vice ceo shane smith reportedly spent on a steak dinner at ces,1817,unrelated
does isis have ebola probably not media reports it anyway,720,unrelated
sadly pumpkin spice condoms are a thing after all,388,unrelated
isis beheads photojournalist james wright foley in a massage to us to end its intervention in iraq,928,discuss
report alleged new audio of michael brown shooting,269,unrelated
islamic state releases video apparently showing the beheading of missing us journalist james foley,2268,unrelated
has kim taken over for kim jong un sister assumes north korea state duties while brother undergoes medical treatment,465,unrelated
piper jaffray pegs stainless steel apple watch price at 499 edition at,885,unrelated
islamic state training pilots in military jets monitors say,1608,discuss
there has been a shooting at the war memorial on parliament hill unconfirmed reports say a soldier was shot,2269,unrelated
tim cook reportedly showers with apple watch suggesting it waterproof,2302,unrelated
comfort eating chinese woman 26 spends an entire week in kfc after being dumped by boyfriend,2197,unrelated
viral video of homeless man spending 100 on food for other homeless was faked witness says,321,unrelated
boko haram could release kidnapped girls nigerian officials say,1883,unrelated
obama administration denies congressman claim that least ten isis fighters have been caught coming across the mexican border in texas,239,unrelated
report a radically redesigned macbook air is coming,727,unrelated
kim the name kim,1645,unrelated
saudi fatwa banning snowmen triggers heated debate,1873,unrelated
islamic state militants claim to behead missing american journalist,2109,unrelated
hunt for owner who abandoned dog at train station,2523,agree
christian bale is steve jobs,2343,discuss
prisoner released in bergdahl exchange tried to reconnect with taliban,773,discuss
video appears to show beheading of journalist james foley who went missing in syria,826,unrelated
rumor apple shooting for 19 hours of apple watch battery life under normal conditions hours use,1904,unrelated
saudi cleric issues fatwa on snowmen,924,agree
gill rosenberg woman feared kidnapped by isis says she safe,2415,unrelated
audio recording allegedly captures moment michael brown was shot,1549,unrelated
tropical spider burrowed under bali tourist skin,181,unrelated
alleged audio of michael brown shooting has surfaced,1916,discuss
an indian civil servant just got sacked after not turning up for work for 25 years,1242,unrelated
canadian michael thought to be the gunman in ottawa shooting,2214,discuss
lawmaker says least islamic state fighters have been captured at the southern border,190,unrelated
despite no ebola case in kansas city the rumor goes viral,1404,agree
meteor leaves crater near managua airport,1825,discuss
isis claims it has us airdrop of weapons,2168,discuss
tiger woods is not on suspension for failing a drug test his agent and a pga official say,2188,unrelated
gene munster predicts 499 steel apple watch for 18k gold edition,1572,unrelated
isis leader dead,137,unrelated
rumor robert plant ripped up 800 million contract to reunite led zeppelin called,241,unrelated
john the islamic state killer behind the mask is a young londoner,1107,unrelated
american hostage in yemen freed in military ministry,298,unrelated
bergdahl senator says jihadists swapped for troop touch with affiliate,1628,discuss
star wars the force awakens to be released this summer,61,unrelated
cloistered nun gives birth to a baby the convent there is a sister google translate,1828,discuss
